,area,centroid-0,centroid-1,perimeter,orientation,major_axis_length,minor_axis_length,max_intensity-0,min_intensity-0,mean_intensity-0,max_intensity-1,min_intensity-1,mean_intensity-1,max_intensity-2,min_intensity-2,mean_intensity-2
20,0.0002646600708312667,549.5508931996274,919.5679626280892,0.06275879312064836,-0.5952377702507361,0.01941400692522006,0.01758312919138706,241.0,0.0,106.12611717974181,240.0,0.0,107.19033432638199,238.0,0.0,106.67924528301887
21,0.0001750332837340434,574.2410307399122,1031.2252879277487,0.06165042754162747,-1.3922167633200524,0.025317167396169987,0.009079912326927298,246.0,0.0,105.53888334995015,246.0,0.0,108.51196410767697,222.0,0.0,103.21834496510469
22,0.0004617235543566404,576.9238338607076,1185.54100932389,0.08766937692488713,-1.1451924205192288,0.03624928629555389,0.016405190849550885,255.0,0.0,117.38338718874739,255.0,1.0,121.13077361718304,254.0,0.0,118.76145219540011
23,0.0008524551648523769,765.4583184470645,395.70137293931504,0.11361695327654527,-0.5895817502576899,0.04056983986384973,0.026794694247424727,255.0,0.0,149.9012787723785,255.0,0.0,158.66895140664963,255.0,0.0,164.1183631713555
24,0.0002871972920528015,730.3471948694643,561.9249103671161,0.06588144398720498,-0.2679578962864278,0.022386392651946585,0.01649793323822017,233.0,0.0,80.84718826405867,248.0,0.0,90.76558679706602,251.0,0.0,97.85941320293398
25,0.00042120239120787325,749.9400285783149,739.4599473194918,0.08044054105485322,1.3594568625039305,0.028817981010322076,0.01874781407771389,255.0,0.0,165.6347664324101,251.0,0.0,164.6949152542373,237.0,0.0,145.94357172385284
26,0.0006705040854151983,735.2248285856423,938.9672744576385,0.10228173001070655,1.519618293273808,0.03283740346277065,0.02658614021067946,255.0,0.0,88.16840052015604,255.0,0.0,105.24889466840052,255.0,0.0,120.89232769830949
27,0.00016798496358367922,733.4873737373738,1033.4017741517741,0.056572786410183075,1.3233471511731585,0.022750275235490346,0.009869720648271654,138.0,0.0,40.75768629494529,144.0,0.0,46.94372068785826,160.0,0.0,52.13913496612819
28,0.00033348996267000807,757.694357469015,1217.9344748858448,0.1129134794385363,-0.5397982060983425,0.04710160977263814,0.013950123679829908,155.0,0.0,40.82917214191853,167.0,0.0,49.39658344283837,184.0,0.0,62.67385019710907
29,0.00015876123597949896,910.6528044213027,204.23488170274962,0.0639213670135553,-0.8126301897683638,0.02713867659693142,0.00873460843064949,255.0,0.0,62.80957622454596,255.0,0.0,82.18767198679141,251.0,0.0,99.12217941662081
30,0.0006479668641936635,901.0635757290897,547.0840999127107,0.09829508734824005,-1.219141526229926,0.031453503950862605,0.026567433015116222,255.0,0.0,183.8617207486199,255.0,0.0,177.7153628652215,255.0,0.0,176.26915309007674
31,0.000544939567180933,893.9185562208916,717.9254357950765,0.08937395440218718,-0.9816581096279551,0.030574483109617103,0.022711606404910625,255.0,0.0,151.04203433338682,255.0,0.0,153.30210171666934,255.0,0.0,149.77988127707363
32,0.00014962452467347134,907.8164921973441,1052.4576184937482,0.05110253393900777,0.9271638390097705,0.01638467127562183,0.012222924939876381,69.0,0.0,18.848661233993017,80.0,0.0,28.17636786961583,93.0,0.0,38.34633294528521
